run_id,suite,seed,task_id,level,status,pass,score,duration_ms,agents_executed,tokens_total,missing_keywords,missing_sections,error
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L1_simple_daily_report,L1,resolved,True,1.0,17006,11,40842,,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L1_defect_list,L1,resolved,False,0.571,18748,11,45686,Ein Haarriss von ca. 30cm in der Wohnzimmerdecke EG wurde festgestellt;Im Badezimmer OG sind 3 Fliesen locker;Die Haustuer schliesst nicht buendig mit einem Spalt von 5mm links unten,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L1_safety_protocol,L1,resolved,True,1.0,16930,11,41361,,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L1_material_delivery_log,L1,resolved,True,1.0,40561,11,48051,,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L1_weather_delay_report,L1,resolved,True,1.0,18645,11,43425,,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L1_daily_workforce_report,L1,resolved,True,1.0,19021,11,43960,,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L1_concrete_pour_protocol,L1,resolved,True,1.0,38037,11,43409,,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L1_site_handover_note,L1,resolved,True,0.857,16680,11,43335,Die Uebergabe betrifft die Baustelle Kita Sonnenschein am Blumenweg 3,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L2_combined_defect_safety,L2,resolved,True,1.0,22555,11,54672,,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L2_daily_with_supplements,L2,resolved,True,1.0,17335,11,45064,,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L2_multi_trade_inspection,L2,resolved,True,1.0,28511,11,52226,,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L2_subcontractor_coordination,L2,resolved,True,1.0,35498,11,60294,,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L2_weekly_progress_summary,L2,resolved,False,0.571,19419,11,50933,"Montag bis Mittwoch wurde die Bewehrung Decke 1.OG verlegt, 35 Tonnen Stahl;Am Donnerstag erfolgte die Betonage Decke 1.OG mit 120 m3 C25/30;Die Ursache ist eine verzoegerte Materiallieferung Bewehrung in KW 14",,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L2_quality_audit_report,L2,resolved,True,0.857,43440,11,45312,"Gesamtbewertung: 2 kleine Abweichungen, keine schwerwiegenden Maengel",,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L2_rework_documentation,L2,resolved,True,1.0,19536,11,46761,,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L2_site_meeting_minutes,L2,resolved,True,1.0,26918,11,52724,,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L3_acceptance_protocol,L3,resolved,True,1.0,38681,11,53030,,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L3_progress_with_cost_comparison,L3,resolved,False,0.714,37773,11,48254,"Kosten Rohbau bisher 1.200.000 EUR (Budget 1.350.000 EUR), Mehrkosten Stahl 85.000 EUR;Haustechnik bisher 450.000 EUR (Budget 500.000 EUR)",,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L3_safety_incident_report,L3,resolved,True,1.0,22420,11,44722,,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L3_structural_assessment,L3,resolved,False,0.714,23676,11,47778,"Betonguete geschaetzt B25 (C20/25), Bewehrung BSt 420;Empfehlung: Betonsanierung nach DIN EN 1504, Geschaetzte Kosten 85.000 EUR",,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L3_environmental_compliance,L3,resolved,True,1.0,19247,11,50291,,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L3_schedule_variance_analysis,L3,resolved,True,0.857,25054,11,54345,Die Baustelle Kongresszentrum Messestadt hat eine Gesamtbauzeit von 18 Monaten (01.10.2025 bis 31.03.2027),,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L3_warranty_claim_report,L3,resolved,True,1.0,27443,11,48612,,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L4_fire_safety_audit,L4,resolved,True,1.0,107519,11,62910,,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L4_energy_evaluation,L4,resolved,True,1.0,23790,11,51399,,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L4_procurement_documentation,L4,resolved,False,0.571,16294,11,47581,"Bieter 1 DachProfi GmbH: 287.340 EUR brutto, alle Nachweise vollstaendig;Bieter 2 Zimmerei Wald: 298.100 EUR, Eignungsnachweis Haftpflicht fehlt (nachgefordert gem. §16a VOB/A);Vergabevorschlag: DachProfi GmbH als wirtschaftlichstes Angebot",,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L4_noise_protection_assessment,L4,resolved,True,1.0,22676,11,56316,,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L4_facade_inspection_report,L4,resolved,True,1.0,19730,11,51139,,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L4_demolition_planning_report,L4,resolved,True,1.0,30723,11,56662,,,
b6591a7b-d618-47ba-a8da-5a23e0118312,progressive_complexity,1,L4_accessibility_audit,L4,resolved,True,1.0,35362,11,58763,,,
