run_id,suite,seed,task_id,level,status,pass,score,duration_ms,agents_executed,tokens_total,missing_keywords,missing_sections,error
96c49177-348a-4ff0-986e-0f5ef1b3efa1,progressive_complexity,3,L1_simple_daily_report,L1,resolved,True,1.0,25132,11,30373,,,
96c49177-348a-4ff0-986e-0f5ef1b3efa1,progressive_complexity,3,L1_defect_list,L1,resolved,False,0.571,24275,11,31222,Ein Haarriss von ca. 30cm in der Wohnzimmerdecke EG wurde festgestellt;Im Badezimmer OG sind 3 Fliesen locker;Die Haustuer schliesst nicht buendig mit einem Spalt von 5mm links unten,,
96c49177-348a-4ff0-986e-0f5ef1b3efa1,progressive_complexity,3,L1_safety_protocol,L1,resolved,True,1.0,19757,11,34412,,,
96c49177-348a-4ff0-986e-0f5ef1b3efa1,progressive_complexity,3,L1_material_delivery_log,L1,resolved,True,1.0,27773,11,36151,,,
96c49177-348a-4ff0-986e-0f5ef1b3efa1,progressive_complexity,3,L1_weather_delay_report,L1,resolved,True,1.0,18106,11,30360,,,
96c49177-348a-4ff0-986e-0f5ef1b3efa1,progressive_complexity,3,L1_daily_workforce_report,L1,resolved,True,1.0,18092,11,34530,,,
96c49177-348a-4ff0-986e-0f5ef1b3efa1,progressive_complexity,3,L1_concrete_pour_protocol,L1,error,False,0.0,0,0,0,,,
96c49177-348a-4ff0-986e-0f5ef1b3efa1,progressive_complexity,3,L1_site_handover_note,L1,resolved,True,1.0,16656,11,34672,,,
96c49177-348a-4ff0-986e-0f5ef1b3efa1,progressive_complexity,3,L2_combined_defect_safety,L2,resolved,True,0.857,23886,11,35057,Die Besprechung fand auf der Baustelle Industriepark Nord am 14.04.2026 statt,,
96c49177-348a-4ff0-986e-0f5ef1b3efa1,progressive_complexity,3,L2_daily_with_supplements,L2,resolved,True,1.0,20953,11,40811,,,
96c49177-348a-4ff0-986e-0f5ef1b3efa1,progressive_complexity,3,L2_multi_trade_inspection,L2,resolved,True,1.0,20842,11,34588,,,
96c49177-348a-4ff0-986e-0f5ef1b3efa1,progressive_complexity,3,L2_subcontractor_coordination,L2,resolved,True,1.0,24684,11,40156,,,
96c49177-348a-4ff0-986e-0f5ef1b3efa1,progressive_complexity,3,L2_weekly_progress_summary,L2,resolved,False,0.714,18825,11,35894,"Montag bis Mittwoch wurde die Bewehrung Decke 1.OG verlegt, 35 Tonnen Stahl;Am Donnerstag erfolgte die Betonage Decke 1.OG mit 120 m3 C25/30",,
96c49177-348a-4ff0-986e-0f5ef1b3efa1,progressive_complexity,3,L2_quality_audit_report,L2,resolved,True,0.857,24193,11,38481,"Gesamtbewertung: 2 kleine Abweichungen, keine schwerwiegenden Maengel",,
96c49177-348a-4ff0-986e-0f5ef1b3efa1,progressive_complexity,3,L2_rework_documentation,L2,resolved,True,1.0,21546,11,39144,,,
96c49177-348a-4ff0-986e-0f5ef1b3efa1,progressive_complexity,3,L2_site_meeting_minutes,L2,resolved,False,0.714,20512,11,38902,Es handelt sich um Jour Fixe Nr. 22 auf der Baustelle Quartier Westend am 15.04.2026;Die naechste Sitzung findet am 22.04 statt,,
96c49177-348a-4ff0-986e-0f5ef1b3efa1,progressive_complexity,3,L3_acceptance_protocol,L3,resolved,False,0.25,18236,11,35027,"Mangel 1: Balkon EG Gefaelle 1,0% statt 2% nach DIN 18195, Schaetzkosten 4.800 EUR;Mangel 2: Trittschalldaemmung nicht normgerecht (56 dB gemessen, max 53 dB nach DIN 4109), Kosten 12.500 EUR;Mangel 3: Heizkoerper zu klein dimensioniert (800W statt 1.200W), Kosten 950 EUR;Mangel 4: Aufzugstuer Spalt 12mm statt max 6mm nach DIN EN 81-20, Kosten 2.200 EUR;Gesamtschaetzkosten der Maengel betragen 20.450 EUR;Einbehalt von 5% der Schlussrechnung: 64.000 EUR (Brutto 1.280.000 EUR)",,
96c49177-348a-4ff0-986e-0f5ef1b3efa1,progressive_complexity,3,L3_progress_with_cost_comparison,L3,resolved,True,1.0,22067,11,39443,,,
