run_id,suite,seed,task_id,level,status,pass,score,duration_ms,agents_executed,tokens_total,missing_keywords,missing_sections,error
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L1_simple_daily_report,L1,build_failed,False,0.0,30000,0,0,,,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L1_defect_list,L1,build_timeout,False,0.0,260000,0,0,,,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L1_safety_protocol,L1,resolved,True,1.0,23401,5,33709,,,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L1_material_delivery_log,L1,build_failed,False,0.0,40000,0,0,,,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L1_weather_delay_report,L1,build_failed,False,0.0,50000,0,0,,,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L1_daily_workforce_report,L1,resolved,True,1.0,69167,5,89565,,,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L1_concrete_pour_protocol,L1,resolved,True,1.0,35267,5,39522,,,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L1_site_handover_note,L1,resolved,True,0.857,70314,5,91170,Die Uebergabe betrifft die Baustelle Kita Sonnenschein am Blumenweg 3,,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L2_combined_defect_safety,L2,resolved,True,1.0,48759,5,44035,,,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L2_daily_with_supplements,L2,resolved,False,0.714,29768,5,40561,"Die Entsorgungskosten betragen ca. 280 EUR pro Tonne, geschaetzt 7.000 EUR netto;Der Baggermehraufwand wird auf 2 Tage extra geschaetzt (3.200 EUR)",,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L2_multi_trade_inspection,L2,resolved,True,1.0,71573,5,97522,,,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L2_subcontractor_coordination,L2,resolved,True,1.0,62654,5,92683,,,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L2_weekly_progress_summary,L2,resolved,False,0.714,106463,5,138641,"Montag bis Mittwoch wurde die Bewehrung Decke 1.OG verlegt, 35 Tonnen Stahl;Am Donnerstag erfolgte die Betonage Decke 1.OG mit 120 m3 C25/30",,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L2_quality_audit_report,L2,resolved,True,0.857,99256,5,47620,"Gesamtbewertung: 2 kleine Abweichungen, keine schwerwiegenden Maengel",,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L2_rework_documentation,L2,resolved,True,1.0,31475,5,41691,,,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L2_site_meeting_minutes,L2,error,False,0.0,0,0,0,,,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L3_acceptance_protocol,L3,resolved,True,1.0,167989,5,106548,,,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L3_progress_with_cost_comparison,L3,error,False,0.0,0,0,0,,,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L3_safety_incident_report,L3,error,False,0.0,0,0,0,,,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L3_structural_assessment,L3,error,False,0.0,0,0,0,,,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L3_environmental_compliance,L3,error,False,0.0,0,0,0,,,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L3_schedule_variance_analysis,L3,error,False,0.0,0,0,0,,,
410d9a46-b468-48b7-b7f1-c70413c7b6c5,progressive_complexity,1,L3_warranty_claim_report,L3,error,False,0.0,0,0,0,,,
