run_id,suite,seed,task_id,level,status,pass,score,duration_ms,agents_executed,tokens_total,missing_keywords,missing_sections,error
c65cf5da-cb5b-40da-b99d-be2577d54f99,progressive_complexity,1,L1_simple_daily_report,L1,build_failed,False,0.0,20000,0,0,,,
c65cf5da-cb5b-40da-b99d-be2577d54f99,progressive_complexity,1,L1_defect_list,L1,resolved,True,1.0,39091,5,33115,,,
c65cf5da-cb5b-40da-b99d-be2577d54f99,progressive_complexity,1,L1_safety_protocol,L1,resolved,True,1.0,44522,5,65956,,,
c65cf5da-cb5b-40da-b99d-be2577d54f99,progressive_complexity,1,L1_material_delivery_log,L1,build_failed,False,0.0,70000,0,0,,,
c65cf5da-cb5b-40da-b99d-be2577d54f99,progressive_complexity,1,L1_weather_delay_report,L1,build_failed,False,0.0,110000,0,0,,,
c65cf5da-cb5b-40da-b99d-be2577d54f99,progressive_complexity,1,L1_daily_workforce_report,L1,resolved,True,1.0,27622,5,32228,,,
c65cf5da-cb5b-40da-b99d-be2577d54f99,progressive_complexity,1,L1_concrete_pour_protocol,L1,build_failed,False,0.0,50000,0,0,,,
c65cf5da-cb5b-40da-b99d-be2577d54f99,progressive_complexity,1,L1_site_handover_note,L1,resolved,False,0.714,65976,5,75757,Die Uebergabe betrifft die Baustelle Kita Sonnenschein am Blumenweg 3;Bauleiter Krause uebergibt an Bauleiter Richter wegen Urlaub ab 09.04,,
c65cf5da-cb5b-40da-b99d-be2577d54f99,progressive_complexity,1,L2_combined_defect_safety,L2,resolved,True,1.0,32305,5,45193,,,
c65cf5da-cb5b-40da-b99d-be2577d54f99,progressive_complexity,1,L2_daily_with_supplements,L2,resolved,True,0.857,28859,5,35642,Der Baggermehraufwand wird auf 2 Tage extra geschaetzt (3.200 EUR),,
c65cf5da-cb5b-40da-b99d-be2577d54f99,progressive_complexity,1,L2_multi_trade_inspection,L2,resolved,True,1.0,32039,5,38687,,,
c65cf5da-cb5b-40da-b99d-be2577d54f99,progressive_complexity,1,L2_subcontractor_coordination,L2,resolved,True,1.0,118894,5,96085,,,
