run_id,suite,seed,task_id,level,status,pass,score,duration_ms,agents_executed,tokens_total,missing_keywords,missing_sections,error
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L1_simple_daily_report,L1,build_timeout,False,0.0,220000,0,0,,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L1_defect_list,L1,resolved,True,1.0,26440,11,35541,,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L1_safety_protocol,L1,resolved,True,1.0,18804,11,36849,,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L1_material_delivery_log,L1,resolved,True,1.0,32761,11,34166,,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L1_weather_delay_report,L1,resolved,True,1.0,18751,11,33055,,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L1_daily_workforce_report,L1,resolved,True,1.0,19697,11,35918,,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L1_concrete_pour_protocol,L1,resolved,True,1.0,20041,11,37766,,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L1_site_handover_note,L1,resolved,True,1.0,16233,11,34612,,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L2_combined_defect_safety,L2,resolved,True,0.857,21558,11,41393,Die Besprechung fand auf der Baustelle Industriepark Nord am 14.04.2026 statt,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L2_daily_with_supplements,L2,resolved,True,1.0,24708,11,37472,,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L2_multi_trade_inspection,L2,resolved,True,0.857,28868,11,43622,Koordination Elektro/Trockenbau wegen Deckenabhaengung erforderlich,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L2_subcontractor_coordination,L2,resolved,True,1.0,19141,11,39700,,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L2_weekly_progress_summary,L2,resolved,True,0.857,23224,11,39282,Der Bericht betrifft die Baustelle Seniorenresidenz Am Park fuer KW 15/2026,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L2_quality_audit_report,L2,resolved,True,0.857,37799,11,41445,"Gesamtbewertung: 2 kleine Abweichungen, keine schwerwiegenden Maengel",,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L2_rework_documentation,L2,resolved,True,1.0,18075,11,40002,,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L2_site_meeting_minutes,L2,resolved,True,0.857,22823,11,45085,Die naechste Sitzung findet am 22.04 statt,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L3_acceptance_protocol,L3,resolved,True,1.0,23976,11,40395,,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L3_progress_with_cost_comparison,L3,resolved,True,1.0,20726,11,42855,,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L3_safety_incident_report,L3,resolved,True,1.0,27151,11,45621,,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L3_structural_assessment,L3,resolved,False,0.714,23577,11,45213,Der Anlass ist eine geplante Nutzungsaenderung von Lager zu Buero mit Einbau einer Zwischendecke;Die Carbonatisierungstiefe betraegt 18mm bei 25mm Betondeckung (7mm Restdeckung),,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L3_environmental_compliance,L3,resolved,True,0.857,23138,11,44063,"Grundwasser: Monitoring Pegel GW-3 und GW-7, pH 7.1, keine Auffaelligkeiten",,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L3_schedule_variance_analysis,L3,resolved,True,1.0,45188,11,48367,,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L3_warranty_claim_report,L3,resolved,True,1.0,24069,11,47660,,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L4_fire_safety_audit,L4,resolved,True,1.0,20271,11,46823,,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L4_energy_evaluation,L4,resolved,True,1.0,31450,11,47872,,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L4_procurement_documentation,L4,resolved,True,1.0,25760,11,46074,,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L4_noise_protection_assessment,L4,resolved,True,1.0,25712,11,40255,,,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L4_facade_inspection_report,L4,resolved,True,0.875,35090,11,47090,"Das Objekt ist Wohnhochhaus Turmblick, 16 Stockwerke, Baujahr 1978, WDVS-Sanierung 2005",,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L4_demolition_planning_report,L4,resolved,False,0.75,74023,11,50049,Schadstofferkundung durch Gutachter Dr. Gruen (DGUV-zertifiziert);KMF: Mineralwolledaemmung Dach und Fassade (TRGS 521),,
886efd1e-fc7c-4416-becb-42ecb35a4d17,progressive_complexity,1,L4_accessibility_audit,L4,resolved,True,1.0,26103,11,49428,,,
