run_id,suite,seed,task_id,level,status,pass,score,duration_ms,agents_executed,tokens_total,tokens_input,tokens_output,tokens_thinking,tokens_assembly,tokens_execution,tokens_verification,tokens_adapt,tokens_self_healing,cost_usd,model_config_id,missing_keywords,missing_sections,error,cot_verification,self_reflection,reflection_correction,reflection_tokens
e7637038-a07f-4171-8c03-36c9b9f19b84,progressive_complexity,3,L3_acceptance_protocol,L3,resolved,True,1.0,176151,5,23566,18999,4567,0,2237,23566,1241,0,0,0.003727,ABL-WEAK-EVO-OFF,,,,True,False,0.0,0
e7637038-a07f-4171-8c03-36c9b9f19b84,progressive_complexity,3,L3_progress_with_cost_comparison,L3,resolved,True,1.0,197899,5,14087,10116,3971,0,2154,14087,0,0,0,0.0026,ABL-WEAK-EVO-OFF,,,,True,False,0.0,0
e7637038-a07f-4171-8c03-36c9b9f19b84,progressive_complexity,3,L3_safety_incident_report,L3,resolved,True,1.0,201846,5,13900,9948,3952,0,2182,13900,0,0,0,0.002576,ABL-WEAK-EVO-OFF,,,,True,False,0.0,0
e7637038-a07f-4171-8c03-36c9b9f19b84,progressive_complexity,3,L3_structural_assessment,L3,failed,False,0.0,434138,5,8478,5663,2815,0,4383,8478,0,0,0,0.001692,ABL-WEAK-EVO-OFF,,,,True,False,0.0,0
e7637038-a07f-4171-8c03-36c9b9f19b84,progressive_complexity,3,L3_environmental_compliance,L3,resolved,True,1.0,126924,5,16367,12769,3598,0,2170,16367,1377,0,0,0.002716,ABL-WEAK-EVO-OFF,,,,True,False,0.0,0
e7637038-a07f-4171-8c03-36c9b9f19b84,progressive_complexity,3,L3_schedule_variance_analysis,L3,resolved,True,1.0,203892,5,14027,10148,3879,0,2128,14027,0,0,0,0.002566,ABL-WEAK-EVO-OFF,,,,True,False,0.0,0
e7637038-a07f-4171-8c03-36c9b9f19b84,progressive_complexity,3,L3_warranty_claim_report,L3,build_failed,False,0.0,40000,0,0,0,0,0,0,0,0,0,0,0.0,ABL-WEAK-EVO-OFF,,,,False,False,0.0,0
e7637038-a07f-4171-8c03-36c9b9f19b84,progressive_complexity,3,L4_fire_safety_audit,L4,resolved,True,1.0,436210,5,30176,21122,9054,0,2259,19416,4963,2295,0,0.005734,ABL-WEAK-EVO-OFF,,,,True,True,0.1,548
e7637038-a07f-4171-8c03-36c9b9f19b84,progressive_complexity,3,L4_energy_evaluation,L4,resolved,True,1.0,204543,5,12742,9356,3386,0,2176,12742,0,0,0,0.00229,ABL-WEAK-EVO-OFF,,,,True,False,0.0,0
e7637038-a07f-4171-8c03-36c9b9f19b84,progressive_complexity,3,L4_procurement_documentation,L4,failed,False,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,ABL-WEAK-EVO-OFF,,,,False,False,0.0,0
