run_id,suite,seed,task_id,level,status,pass,score,duration_ms,agents_executed,tokens_total,missing_keywords,missing_sections,error
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L1_simple_daily_report,L1,resolved,True,1.0,45735,11,57266,,,
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L1_defect_list,L1,resolved,True,1.0,36390,11,87767,,,
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L1_safety_protocol,L1,resolved,True,0.857,31334,11,84564,Die Begehung fand am 12.04.2026 auf der Baustelle Neubau Schule Am Stadtpark statt,,
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L1_material_delivery_log,L1,resolved,True,1.0,41193,11,101422,,,
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L1_weather_delay_report,L1,resolved,False,0.833,27933,11,94654,Starkregen seit 06:00 Uhr mit 35mm Niederschlag in 4 Stunden,,
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L1_daily_workforce_report,L1,resolved,True,0.857,21525,11,70261,Die Arbeitszeit war von 07:00 bis 16:30 mit Pause von 12:00 bis 12:30,,
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L1_concrete_pour_protocol,L1,resolved,True,0.875,18949,11,65938,Die Frischbetontemperatur lag bei 14-16 Grad C,,
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L1_site_handover_note,L1,resolved,True,0.857,19469,11,62290,Bauleiter Krause uebergibt an Bauleiter Richter wegen Urlaub ab 09.04,,
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L2_combined_defect_safety,L2,resolved,False,0.714,30866,11,87423,Die Besprechung fand auf der Baustelle Industriepark Nord am 14.04.2026 statt;Die Absperrung wird heute noch nachgeruestet,,
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L2_daily_with_supplements,L2,resolved,False,0.714,21913,11,73587,"Die Entsorgungskosten betragen ca. 280 EUR pro Tonne, geschaetzt 7.000 EUR netto;Der Baggermehraufwand wird auf 2 Tage extra geschaetzt (3.200 EUR)",,
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L2_multi_trade_inspection,L2,resolved,True,1.0,25283,11,78443,,,
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L2_subcontractor_coordination,L2,resolved,True,0.857,23199,11,76754,Die Fassade haengt 2 Wochen hinter dem Plan wegen verzoegerter Sonderfenster aus Polen,,
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L2_weekly_progress_summary,L2,resolved,False,0.571,23574,11,73669,"Montag bis Mittwoch wurde die Bewehrung Decke 1.OG verlegt, 35 Tonnen Stahl;Am Donnerstag erfolgte die Betonage Decke 1.OG mit 120 m3 C25/30;Durchschnittlich waren 18 Arbeiter pro Tag im Einsatz",,
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L2_quality_audit_report,L2,resolved,True,1.0,21507,11,82768,,,
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L2_rework_documentation,L2,resolved,True,1.0,21250,11,68701,,,
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L2_site_meeting_minutes,L2,resolved,False,0.714,32696,11,98825,Die Fassadenfarbe RAL 7016 wurde vom Bauherrn freigegeben;Die naechste Sitzung findet am 22.04 statt,,
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L3_acceptance_protocol,L3,resolved,True,1.0,20672,11,71878,,,
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L3_progress_with_cost_comparison,L3,resolved,False,0.571,20516,11,68332,"Kosten Rohbau bisher 1.200.000 EUR (Budget 1.350.000 EUR), Mehrkosten Stahl 85.000 EUR;Haustechnik bisher 450.000 EUR (Budget 500.000 EUR);Nachtrag 1: Bodenplattensanierung 35.000 EUR (genehmigt), Nachtrag 2: Entsorgung 22.000 EUR (in Pruefung)",,
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L3_safety_incident_report,L3,resolved,False,0.375,21296,11,73873,"Der Unfall ereignete sich am 07.04.2026 um 10:45 Uhr auf der Baustelle Verwaltungsgebaeude Finanzplatz;Verletzungen: Prellung linker Unterarm und Huefte, keine Fraktur;Erstversorgung durch Ersthelfer Polier Albrecht, Abtransport per Rettungswagen;Das Geruest wurde gesperrt, Nachpruefung durch SafeScaffold angeordnet;2 weitere Geruestaufstiege ohne Sicherung gefunden und nachgeruestet",,
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L3_structural_assessment,L3,resolved,False,0.571,22692,11,76356,"Das Objekt ist die Fabrikhalle Wernerstrasse 88, Baujahr 1972;Der Anlass ist eine geplante Nutzungsaenderung von Lager zu Buero mit Einbau einer Zwischendecke;Betonguete geschaetzt B25 (C20/25), Bewehrung BSt 420",,
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L3_environmental_compliance,L3,resolved,True,0.857,21417,11,74293,"Grundwasser: Monitoring Pegel GW-3 und GW-7, pH 7.1, keine Auffaelligkeiten",,
d9dbe540-839d-4c04-80b0-1f42a1807e2c,progressive_complexity,1,L3_schedule_variance_analysis,L3,resolved,False,0.714,25492,11,76976,"Die Baustelle Kongresszentrum Messestadt hat eine Gesamtbauzeit von 18 Monaten (01.10.2025 bis 31.03.2027);Der kritische Pfad ist: Gruendung, Rohbau, Fassade, Innenausbau, TGA-Inbetriebnahme, Abnahme",,
