run_id,suite,seed,task_id,level,status,pass,score,duration_ms,agents_executed,tokens_total,tokens_input,tokens_output,tokens_thinking,tokens_assembly,tokens_execution,tokens_verification,tokens_adapt,tokens_self_healing,cost_usd,model_config_id,missing_keywords,missing_sections,error,cot_verification,self_reflection,reflection_correction,reflection_tokens
dc725497-4ebf-440c-a906-f5587e35ae58,progressive_complexity,2,L1_simple_daily_report,L1,resolved,True,1.0,131844,5,42568,39120,3448,0,6200,15926,2444,6195,0,0.005291,CW-WEAK-WARM,,,,True,False,0.0,0
dc725497-4ebf-440c-a906-f5587e35ae58,progressive_complexity,2,L1_defect_list,L1,resolved,True,1.0,89112,5,59069,54899,4170,0,2845,59069,1446,0,0,0.007158,CW-WEAK-WARM,,,,True,False,0.0,0
dc725497-4ebf-440c-a906-f5587e35ae58,progressive_complexity,2,L1_safety_protocol,L1,resolved,True,1.0,116773,5,36362,32696,3666,0,2907,14134,2577,5768,0,0.004736,CW-WEAK-WARM,,,,True,False,0.0,0
dc725497-4ebf-440c-a906-f5587e35ae58,progressive_complexity,2,L1_material_delivery_log,L1,resolved,True,1.0,53506,5,33388,30295,3093,0,2801,33388,1525,0,0,0.004267,CW-WEAK-WARM,,,,True,False,0.0,0
dc725497-4ebf-440c-a906-f5587e35ae58,progressive_complexity,2,L1_weather_delay_report,L1,resolved,True,1.0,57767,5,39143,35296,3847,0,2839,39143,1554,0,0,0.005068,CW-WEAK-WARM,,,,True,False,0.0,0
dc725497-4ebf-440c-a906-f5587e35ae58,progressive_complexity,2,L1_daily_workforce_report,L1,resolved,True,1.0,158494,5,43674,39044,4630,0,2747,43674,1894,0,0,0.005756,CW-WEAK-WARM,,,,True,False,0.0,0
dc725497-4ebf-440c-a906-f5587e35ae58,progressive_complexity,2,L1_concrete_pour_protocol,L1,resolved,True,1.0,80296,5,42149,37539,4610,0,3019,42149,2606,0,0,0.005598,CW-WEAK-WARM,,,,True,False,0.0,0
dc725497-4ebf-440c-a906-f5587e35ae58,progressive_complexity,2,L1_site_handover_note,L1,resolved,True,1.0,90112,5,40936,35642,5294,0,5690,40936,1744,0,0,0.005682,CW-WEAK-WARM,,,,True,False,0.0,0
dc725497-4ebf-440c-a906-f5587e35ae58,progressive_complexity,2,L2_combined_defect_safety,L2,failed,False,0.0,52271,5,21446,18532,2914,0,2943,21446,5105,0,0,0.003019,CW-WEAK-WARM,,,,True,True,0.18,649
dc725497-4ebf-440c-a906-f5587e35ae58,progressive_complexity,2,L2_daily_with_supplements,L2,resolved,True,1.0,102327,5,56626,51854,4772,0,3018,56626,1685,0,0,0.007094,CW-WEAK-WARM,,,,True,False,0.0,0
dc725497-4ebf-440c-a906-f5587e35ae58,progressive_complexity,2,L2_multi_trade_inspection,L2,failed,False,0.0,52107,5,26967,24099,2868,0,3041,26967,3960,0,0,0.003557,CW-WEAK-WARM,,,,True,False,0.0,0
dc725497-4ebf-440c-a906-f5587e35ae58,progressive_complexity,2,L2_subcontractor_coordination,L2,resolved,True,1.0,141314,5,54129,48320,5809,0,2957,26220,3182,2941,0,0.007156,CW-WEAK-WARM,,,,True,False,0.0,0
dc725497-4ebf-440c-a906-f5587e35ae58,progressive_complexity,2,L2_weekly_progress_summary,L2,resolved,True,1.0,68416,5,40890,36949,3941,0,2851,40890,1620,0,0,0.005271,CW-WEAK-WARM,,,,True,False,0.0,0
