run_id,suite,seed,task_id,level,status,pass,score,duration_ms,agents_executed,tokens_total,tokens_input,tokens_output,tokens_thinking,tokens_assembly,tokens_execution,tokens_verification,tokens_adapt,tokens_self_healing,cost_usd,model_config_id,missing_keywords,missing_sections,error,cot_verification,self_reflection,reflection_correction,reflection_tokens
a2a2790b-a33c-402c-94ff-71f662e67a9b,progressive_complexity,2,L1_simple_daily_report,L1,failed,False,0.0,149246,5,26019,21881,4138,0,2016,6344,2600,2376,0,0.003843,U-WEAK-FULL,,,,True,False,0.0,0
a2a2790b-a33c-402c-94ff-71f662e67a9b,progressive_complexity,2,L1_defect_list,L1,resolved,True,1.0,136570,5,38376,34719,3657,0,2569,15730,2361,5327,0,0.004935,U-WEAK-FULL,,,,True,False,0.0,0
a2a2790b-a33c-402c-94ff-71f662e67a9b,progressive_complexity,2,L1_safety_protocol,L1,resolved,True,1.0,67259,5,36659,32492,4167,0,5841,36659,1344,0,0,0.004916,U-WEAK-FULL,,,,True,False,0.0,0
a2a2790b-a33c-402c-94ff-71f662e67a9b,progressive_complexity,2,L1_material_delivery_log,L1,resolved,True,1.0,136224,5,36593,32463,4130,0,2854,17131,2790,5722,0,0.004898,U-WEAK-FULL,,,,True,False,0.0,0
a2a2790b-a33c-402c-94ff-71f662e67a9b,progressive_complexity,2,L1_weather_delay_report,L1,resolved,True,1.0,53630,5,31177,27668,3509,0,2599,31177,1498,0,0,0.00417,U-WEAK-FULL,,,,True,False,0.0,0
a2a2790b-a33c-402c-94ff-71f662e67a9b,progressive_complexity,2,L1_daily_workforce_report,L1,resolved,True,1.0,90263,5,43467,39802,3665,0,5138,43467,1671,0,0,0.005446,U-WEAK-FULL,,,,True,False,0.0,0
a2a2790b-a33c-402c-94ff-71f662e67a9b,progressive_complexity,2,L1_concrete_pour_protocol,L1,failed,False,0.0,210772,5,53469,48192,5277,0,2601,17373,3503,5449,0,0.00693,U-WEAK-FULL,,,,True,False,0.0,0
a2a2790b-a33c-402c-94ff-71f662e67a9b,progressive_complexity,2,L1_site_handover_note,L1,resolved,True,1.0,62684,5,24227,20009,4218,0,5248,24227,2146,0,0,0.003688,U-WEAK-FULL,,,,True,False,0.0,0
a2a2790b-a33c-402c-94ff-71f662e67a9b,progressive_complexity,2,L2_combined_defect_safety,L2,resolved,True,1.0,68715,5,40258,34641,5617,0,3399,40258,1918,0,0,0.005711,U-WEAK-FULL,,,,True,False,0.0,0
a2a2790b-a33c-402c-94ff-71f662e67a9b,progressive_complexity,2,L2_daily_with_supplements,L2,resolved,True,1.0,72879,5,30002,25345,4657,0,6971,30002,1885,0,0,0.004397,U-WEAK-FULL,,,,True,False,0.0,0
a2a2790b-a33c-402c-94ff-71f662e67a9b,progressive_complexity,2,L2_multi_trade_inspection,L2,failed,False,0.0,160036,5,40476,35243,5233,0,2779,21027,4871,5221,0,0.005617,U-WEAK-FULL,,,,True,False,0.0,0
a2a2790b-a33c-402c-94ff-71f662e67a9b,progressive_complexity,2,L2_subcontractor_coordination,L2,resolved,True,0.857,114947,5,52556,42566,9990,0,4814,43239,5127,9317,0,0.008253,U-WEAK-FULL,Die Besprechung fand auf der Baustelle Einkaufszentrum CityPlaza am 11.04.2026 statt,,,True,True,0.1,581
a2a2790b-a33c-402c-94ff-71f662e67a9b,progressive_complexity,2,L2_weekly_progress_summary,L2,resolved,True,1.0,72141,5,36926,32580,4346,0,4791,36926,1625,0,0,0.004996,U-WEAK-FULL,,,,True,False,0.0,0
a2a2790b-a33c-402c-94ff-71f662e67a9b,progressive_complexity,2,L2_quality_audit_report,L2,resolved,True,1.0,73625,5,43550,37200,6350,0,2961,43550,2065,0,0,0.00626,U-WEAK-FULL,,,,True,False,0.0,0
a2a2790b-a33c-402c-94ff-71f662e67a9b,progressive_complexity,2,L2_rework_documentation,L2,failed,False,0.0,317259,5,62657,55137,7520,0,4265,21479,4454,8320,0,0.008522,U-WEAK-FULL,,,,True,False,0.0,0
a2a2790b-a33c-402c-94ff-71f662e67a9b,progressive_complexity,2,L2_site_meeting_minutes,L2,failed,False,0.0,96390,5,55170,47308,7862,0,5871,27668,5422,27502,0,0.007876,U-WEAK-FULL,,,,True,True,0.11,685
